age,country,pop,lethality_rate,dead,total_pop,dead_prop
20-29,Netherlands,2097.48,0,0,17134.873,0
20-29,New Caledonia,43.192,0,0,285.491,0
20-29,New Zealand,671.235,0,0,4822.233,0
20-29,Nicaragua,1166,0,0,6624.554,0
20-29,Niger,3717.357,0,0,24206.636,0
20-29,Nigeria,33177.419,0,0,206139.587,0
20-29,North Macedonia,282.983,0,0,2083.38,0
20-29,Norway,726.383,0,0,5421.242,0
20-29,Oman,1085.5430000000001,0,0,5106.622,0
20-29,Pakistan,39930.362,0,0,220892.331,0
20-29,Panama,678.255,0,0,4314.768,0
20-29,Papua New Guinea,1554.184,0,0,8947.027,0
20-29,Paraguay,1321.0430000000001,0,0,7132.53,0
20-29,Peru,5375.785,0,0,32971.846,0
20-29,Philippines,19584.114,0,0,109581.085,0
20-29,Poland,4431.558,0,0,37846.604999999996,0
20-29,Portugal,1073.6979999999999,0,0,10196.707,0
20-29,Puerto Rico,288.753,0,0,2860.84,0
20-29,Qatar,717.371,0,0,2881.06,0
20-29,Republic of Korea,6716.294,0,0,51269.183000000005,0
20-29,Republic of Moldova,570.833,0,0,4033.963,0
20-29,Reunion,118.27199999999999,0,0,895.308,0
20-29,Romania,2086.264,0,0,19237.682,0
20-29,Russian Federation,15607.785,0,0,145934.46,0
20-29,Rwanda,2211.043,0,0,12952.209,0
20-29,Saint Lucia,32.816,0,0,183.62900000000002,0
20-29,Saint Vincent and the Grenadines,17.502,0,0,110.947,0
20-29,Samoa,31.294999999999998,0,0,198.41,0
20-29,Sao Tome and Principe,33.625,0,0,219.161,0
20-29,Saudi Arabia,5354.76,0,0,34813.867,0
20-29,Senegal,2823.534,0,0,16743.93,0
20-29,Serbia,1102.466,0,0,8737.37,0
20-29,Seychelles,13.431000000000001,0,0,98.34,0
20-29,Sierra Leone,1405.5140000000001,0,0,7976.985000000001,0
20-29,Singapore,833.058,0,0,5850.343,0
20-29,Slovakia,655.785,0,0,5459.643,0
20-29,Slovenia,205.494,0,0,2078.9320000000002,0
20-29,Solomon Islands,111.83,0,0,686.878,0
20-29,Somalia,2693.876,0,0,15893.219000000001,0
20-29,South Africa,10141.489,0,0,59308.69,0
20-29,South Sudan,1962.952,0,0,11193.729,0
20-29,Spain,4617.599,0,0,46754.783,0
20-29,Sri Lanka,2901.857,0,0,21413.25,0
20-29,State of Palestine,965.725,0,0,5101.416,0
20-29,Sudan,7627.157999999999,0,0,43849.269,0
20-29,Suriname,95.772,0,0,586.634,0
20-29,Sweden,1276.93,0,0,10099.27,0
20-29,Switzerland,1039.729,0,0,8654.618,0
20-29,Syrian Arab Republic,3099.983,0,0,17500.657,0
20-29,Tajikistan,1648.522,0,0,9537.642,0
20-29,Thailand,9630.308,0,0,69799.978,0
20-29,Timor-Leste,244.908,0,0,1318.442,0
20-29,Togo,1375.261,0,0,8278.737000000001,0
20-29,Tonga,17.14,0,0,105.697,0
20-29,Trinidad and Tobago,183.002,0,0,1399.491,0
20-29,Tunisia,1725.346,0,0,11818.618,0
20-29,Turkey,13174.163,0,0,84339.067,0
20-29,Turkmenistan,1009.791,0,0,6031.187,0
20-29,Uganda,7872.675,0,0,45741,0
20-29,Ukraine,4898.491,0,0,43733.759,0
20-29,United Arab Emirates,2149.343,0,0,9890.4,0
20-29,United Kingdom,8558.707,0,0,67886.004,0
20-29,United Republic of Tanzania,9846.249,0,0,59734.212999999996,0
20-29,United States of America,46094.075,0,0,331002.647,0
20-29,United States Virgin Islands,12.731,0,0,104.423,0
20-29,Uruguay,511.56,0,0,3473.727,0
20-29,Uzbekistan,5946.987,0,0,33469.199,0
20-29,Vanuatu,50.768,0,0,307.15,0
20-29,Venezuela (Bolivarian Republic of),4130.339,0,0,28435.943,0
20-29,Viet Nam,15389.496,0,0,97338.583,0
20-29,Western Sahara,104.985,0,0,597.33,0
20-29,Yemen,5732.746,0,0,29825.968,0
20-29,Zambia,3180.383,0,0,18383.956000000002,0
20-29,Zimbabwe,2482.991,0,0,14862.927,0
30-39,Afghanistan,4534.646,0.002,3.6277168000000004,38928.341,9.31896070269216e-5
30-39,Albania,390.773,0.002,0.3126184000000001,2877.8,1.0863103759816529e-4
30-39,Algeria,7275.235000000001,0.002,5.820188000000001,43851.043,1.327263299073639e-4
30-39,Angola,3699.729,0.002,2.9597832,32866.268000000004,9.00553479330236e-5
30-39,Antigua and Barbuda,14.094,0.002,0.0112752,97.928,1.1513765215260192e-4
30-39,Argentina,6441.412,0.002,5.153129600000001,45195.777,1.1401794464115531e-4
30-39,Armenia,503.953,0.002,0.4031624,2963.234,1.3605486438128073e-4
30-39,Aruba,11.244,0.002,0.0089952,106.766,8.425154075267407e-5
30-39,Australia,3718.344,0.002,2.9746752,25499.881,1.166544737993091e-4
30-39,Austria,1243.4160000000002,0.002,0.9947328000000002,9006.4,1.1044732634570974e-4
30-39,Azerbaijan,1766.692,0.002,1.4133536000000002,10139.175,1.3939532555656652e-4
30-39,Bahamas,55.457,0.002,0.0443656,393.248,1.1281837415574904e-4
30-39,Bahrain,507.733,0.002,0.40618640000000006,1701.583,2.387108945023546e-4
30-39,Bangladesh,26511.633,0.002,21.209306400000003,164689.383,1.2878368971726612e-4
30-39,Barbados,37.124,0.002,0.029699200000000005,287.371,1.0334793698737872e-4
30-39,Belarus,1530.348,0.002,1.2242784,9449.321,1.2956257915251265e-4
30-39,Belgium,1503.9969999999998,0.002,1.2031976,11589.616,1.0381686502814243e-4
30-39,Belize,59.714999999999996,0.002,0.047772,397.621,1.2014455976922749e-4
30-39,Benin,1436.443,0.002,1.1491544000000002,12123.198,9.478970812816884e-5
30-39,Bhutan,138.681,0.002,0.11094480000000002,771.612,1.4378314489665793e-4
30-39,Bolivia (Plurinational State of),1639.099,0.002,1.3112792,11673.029,1.1233409940127792e-4
30-39,Bosnia and Herzegovina,458.385,0.002,0.36670800000000003,3280.815,1.1177344653691233e-4
30-39,Botswana,365.289,0.002,0.2922312,2351.625,1.24267772285122e-4
30-39,Brazil,34476.762,0.002,27.581409600000004,212559.409,1.2975859186736827e-4
30-39,Brunei Darussalam,76.568,0.002,0.06125440000000001,437.483,1.4001549774505525e-4
30-39,Bulgaria,957.591,0.002,0.7660728,6948.445,1.1025096982130535e-4
30-39,Burkina Faso,2428.033,0.002,1.9424264,20903.278,9.292448772867108e-5
30-39,Burundi,1539.547,0.002,1.2316376,11890.781,1.0357920139980712e-4
30-39,Cabo Verde,98.286,0.002,0.07862880000000001,555.9879999999999,1.4142175730411452e-4
30-39,Cambodia,2889.268,0.002,2.3114144000000003,16718.971,1.3825099642795002e-4
30-39,Cameroon,3399.842,0.002,2.7198736000000006,26545.864,1.0245941137949025e-4
30-39,Canada,5278.661,0.002,4.222928800000001,37742.157,1.1188890979389442e-4
30-39,Central African Republic,501.33500000000004,0.002,0.40106800000000004,4829.764,8.304091048755177e-5
30-39,Chad,1769.646,0.002,1.4157168000000002,16425.859,8.618829614938252e-5
30-39,Channel Islands,23.889,0.002,0.019111200000000002,173.859,1.0992355874588029e-4
30-39,Chile,2945.404,0.002,2.3563232000000003,19116.209,1.2326310096316695e-4
30-39,China,228830.425,0.002,183.06434,1439323.774,1.2718774142891353e-4
30-39,"China, Hong Kong SAR",1122.165,0.002,0.897732,7496.987999999999,1.1974568986905142e-4
30-39,"China, Macao SAR",129.802,0.002,0.1038416,649.342,1.5991819411034555e-4
30-39,"China, Taiwan Province of China",3548.5860000000002,0.002,2.8388688,23816.775,1.1919618840082253e-4
30-39,Colombia,7810.299,0.002,6.2482392,50882.884,1.2279648299809423e-4
30-39,Comoros,117.37700000000001,0.002,0.09390160000000002,869.595,1.0798314157740099e-4
30-39,Congo,680.079,0.002,0.5440632,5518.092,9.859625392255149e-5
30-39,Costa Rica,825.655,0.002,0.660524,5094.114,1.2966415749627905e-4
30-39,Cote d'Ivoire,3172.215,0.002,2.5377720000000004,26378.275,9.620689753215478e-5
30-39,Croatia,539.2909999999999,0.002,0.4314328,4105.268,1.0509248117297092e-4
30-39,Cuba,1523.033,0.002,1.2184264,11326.616,1.0757197030428153e-4
30-39,Curacao,18.723,0.002,0.014978400000000001,164.1,9.127605118829983e-5
30-39,Cyprus,188.389,0.002,0.15071120000000002,1207.361,1.2482695730605843e-4
30-39,Czechia,1478.21,0.002,1.182568,10708.982,1.1042767650557262e-4
30-39,Dem. People's Republic of Korea,3641.894,0.002,2.9135152,25778.815,1.1301974896829045e-4
30-39,Democratic Republic of the Congo,9762.334,0.002,7.809867200000001,89561.404,8.720125914953277e-5
30-39,Denmark,672.29,0.002,0.537832,5792.2029999999995,9.285448041099388e-5
30-39,Djibouti,162.416,0.002,0.12993280000000001,988.002,1.315106649581681e-4
30-39,Dominican Republic,1564.382,0.002,1.2515056000000002,10847.904,1.153684250893076e-4
30-39,Ecuador,2592.839,0.002,2.0742712,17643.06,1.1756867572858676e-4
30-39,Egypt,15198.349,0.002,12.1586792,102334.403,1.1881321279609165e-4
30-39,El Salvador,882.442,0.002,0.7059536000000001,6486.201,1.0883930362318406e-4
30-39,Equatorial Guinea,248.981,0.002,0.1991848,1402.985,1.419721522325613e-4
30-39,Eritrea,460.764,0.002,0.3686112000000001,3546.427,1.039387530040799e-4
30-39,Estonia,193.631,0.002,0.15490480000000004,1326.539,1.1677364932354045e-4
30-39,Eswatini,161.329,0.002,0.12906320000000002,1160.164,1.1124565147686018e-4
30-39,Ethiopia,13792.878,0.002,11.034302400000001,114963.583,9.598084986617024e-5
30-39,Fiji,134.954,0.002,0.10796320000000002,896.444,1.20434963031712e-4
30-39,Finland,706.58,0.002,0.565264,5540.718,1.0201999091092527e-4
30-39,France,8011.05,0.002,6.4088400000000005,65273.512,9.818439063000011e-5
30-39,French Guiana,38.719,0.002,0.0309752,298.682,1.0370628293636711e-4
30-39,French Polynesia,43.367,0.002,0.0346936,280.904,1.2350696323299064e-4
30-39,Gabon,350.06600000000003,0.002,0.28005280000000005,2225.728,1.2582525807286428e-4
30-39,Gambia,283.13100000000003,0.002,0.22650480000000006,2416.6639999999998,9.372622755997527e-5
30-39,Georgia,565.076,0.002,0.45206080000000004,3989.175,1.1332187733052574e-4
30-39,Germany,10872.02,0.002,8.697616,83783.945,1.0381005573323146e-4
30-39,Ghana,4190.418000000001,0.002,3.3523344000000006,31072.945,1.0788595673824932e-4
30-39,Greece,1336.5149999999999,0.002,1.069212,10423.056,1.0258143101217148e-4
30-39,Grenada,18.21,0.002,0.014568000000000001,112.519,1.2947146704112196e-4
30-39,Guadeloupe,33.76,0.002,0.027008,400.127,6.749856920427765e-5
30-39,Guam,21.835,0.002,0.017468,168.78300000000002,1.0349383527961939e-4
30-39,Guatemala,2532.064,0.002,2.0256512,17915.567,1.1306654151665979e-4
30-39,Guinea,1470.866,0.002,1.1766928,13132.792,8.959959161768496e-5
30-39,Guinea-Bissau,254.506,0.002,0.2036048,1967.998,1.034578287173056e-4
30-39,Guyana,93.109,0.002,0.0744872,786.559,9.470007971429988e-5
30-39,Haiti,1731.656,0.002,1.3853248,11402.533,1.2149272446744947e-4
30-39,Honduras,1470.937,0.002,1.1767496,9904.608,1.1880829609813937e-4
30-39,Hungary,1257.142,0.002,1.0057136,9660.35,1.0410736671031588e-4
30-39,Iceland,46.870999999999995,0.002,0.037496800000000004,341.25,1.0988073260073261e-4
30-39,India,215636.276,0.002,172.50902080000003,1380004.385,1.2500613960005644e-4
30-39,Indonesia,41166.622,0.002,32.9332976,273523.621,1.2040385206804499e-4
30-39,Iran (Islamic Republic of),16739.446,0.002,13.3915568,83992.953,1.5943667083594503e-4
30-39,Iraq,5403.683,0.002,4.3229464,40222.503,1.0747581770333886e-4
30-39,Ireland,695.928,0.002,0.5567424,4937.796,1.1275119506759695e-4
30-39,Israel,1122.245,0.002,0.8977959999999999,8655.541,1.0372500112933438e-4
30-39,Italy,6998.434,0.002,5.598747200000001,60461.828,9.259970108743653e-5
30-39,Jamaica,443.383,0.002,0.35470640000000003,2961.161,1.1978625951104989e-4
30-39,Japan,14455.416,0.002,11.5643328,126476.458,9.14346668373651e-5
30-39,Jordan,1490.608,0.002,1.1924864,10203.14,1.1687445237446512e-4
30-39,Kazakhstan,2993.495,0.002,2.394796,18776.707,1.2754078763651156e-4
30-39,Kenya,7470.146,0.002,5.9761168,53771.3,1.1113952610407409e-4
30-39,Kiribati,16.604,0.002,0.0132832,119.446,1.1120673777271738e-4
30-39,Kuwait,878.556,0.002,0.7028448,4270.563,1.64578955983087e-4
30-39,Kyrgyzstan,1014.705,0.002,0.8117640000000002,6524.191,1.2442370249430163e-4
30-39,Lao People's Democratic Republic,1086.529,0.002,0.8692232000000001,7275.556,1.1947172147393273e-4
30-39,Latvia,263.222,0.002,0.2105776,1886.202,1.1164106495486698e-4
30-39,Lebanon,1009.646,0.002,0.8077168,6825.442,1.1833912001596381e-4
30-39,Lesotho,327.281,0.002,0.2618248,2142.252,1.2221942143127886e-4
30-39,Liberia,629.808,0.002,0.5038464,5057.677000000001,9.962012204417166e-5
30-39,Libya,1163.468,0.002,0.9307744000000001,6871.287,1.3545852472760927e-4
30-39,Lithuania,337.565,0.002,0.270052,2722.291,9.92002691850357e-5
30-39,Luxembourg,98.316,0.002,0.07865280000000001,625.976,1.25648267665214e-4
30-39,Madagascar,3370.908,0.002,2.6967264,27691.019,9.738631864721195e-5
30-39,Malawi,2286.023,0.002,1.8288184,19129.955,9.559972305214518e-5
30-39,Malaysia,5651.218,0.002,4.5209744,32365.998,1.3968283629010915e-4
30-39,Maldives,137.607,0.002,0.1100856,540.542,2.0365781012391266e-4
30-39,Mali,2160.455,0.002,1.728364,20250.834,8.534779357729168e-5
30-39,Malta,65.353,0.002,0.0522824,441.539,1.1840947232294316e-4
30-39,Martinique,34.102,0.002,0.0272816,375.265,7.269955897832199e-5
30-39,Mauritania,619.779,0.002,0.4958232000000001,4649.66,1.0663644223448598e-4
30-39,Mauritius,175.108,0.002,0.1400864,1271.767,1.101509946397414e-4
30-39,Mayotte,32.986,0.002,0.0263888,272.813,9.672852833259413e-5
30-39,Mexico,18880.03,0.002,15.104023999999999,128932.753,1.1714652521225541e-4
30-39,Micronesia (Fed. States of),15.088000000000001,0.002,0.012070400000000002,115.021,1.0494083689065477e-4
30-39,Mongolia,564.28,0.002,0.451424,3278.292,1.3770097355574184e-4
30-39,Montenegro,88.348,0.002,0.0706784,628.062,1.1253411287420669e-4
30-39,Morocco,5606.356,0.002,4.4850848,36910.558,1.2151224589994008e-4
30-39,Mozambique,3588.739,0.002,2.8709912000000006,31255.435,9.185574284920368e-5
30-39,Myanmar,8072.999,0.002,6.4583992,54409.794,1.1869920330887486e-4
30-39,Namibia,356.847,0.002,0.2854776,2540.9159999999997,1.1235223832665072e-4
30-39,Nepal,3792.7419999999997,0.002,3.0341936,29136.808,1.0413610166219992e-4
30-39,Netherlands,2097.531,0.002,1.6780248000000002,17134.873,9.793039026317851e-5
30-39,New Caledonia,41.491,0.002,0.0331928,285.491,1.1626566161455179e-4
30-39,New Zealand,619.066,0.002,0.49525280000000005,4822.233,1.0270196400713114e-4
30-39,Nicaragua,1055.452,0.002,0.8443616,6624.554,1.2745938820937983e-4
30-39,Niger,2259.015,0.002,1.807212,24206.636,7.465770956360893e-5
30-39,Nigeria,24368.05,0.002,19.494439999999997,206139.587,9.456912320291007e-5
30-39,North Macedonia,325.977,0.002,0.26078159999999995,2083.38,1.2517236413904325e-4
30-39,Norway,738.7239999999999,0.002,0.5909792,5421.242,1.0901177257905107e-4
30-39,Oman,1439.8200000000002,0.002,1.1518560000000002,5106.622,2.2556124185420424e-4
30-39,Pakistan,30816.023,0.002,24.652818400000005,220892.331,1.1160558761091621e-4
30-39,Panama,618.595,0.002,0.49487600000000004,4314.768,1.1469353624574949e-4
30-39,Papua New Guinea,1220.537,0.002,0.9764296000000001,8947.027,1.0913453150415218e-4
30-39,Paraguay,1109.126,0.002,0.8873008,7132.53,1.2440197237165493e-4
30-39,Peru,5231.162,0.002,4.1849296,32971.846,1.2692433417285767e-4
30-39,Philippines,15501.927,0.002,12.401541600000002,109581.085,1.131722833370376e-4
30-39,Poland,6004.923,0.002,4.8039384,37846.604999999996,1.269318185871626e-4
30-39,Portugal,1215.309,0.002,0.9722472000000001,10196.707,9.534913575529826e-5
30-39,Puerto Rico,331.517,0.002,0.2652136,2860.84,9.270479998881446e-5
30-39,Qatar,846.1800000000001,0.002,0.6769440000000001,2881.06,2.3496352037097462e-4
30-39,Republic of Korea,7079.839,0.002,5.663871200000001,51269.183000000005,1.104732096081968e-4
30-39,Republic of Moldova,773.876,0.002,0.6191008000000001,4033.963,1.534721067099525e-4
30-39,Reunion,99.45100000000001,0.002,0.07956080000000001,895.308,8.88641674150125e-5
30-39,Romania,2585.9,0.002,2.0687200000000003,19237.682,1.0753478511600307e-4
30-39,Russian Federation,24468.555,0.002,19.574844000000002,145934.46,1.34134487495277e-4
30-39,Rwanda,1812.554,0.002,1.4500432,12952.209,1.1195335096893511e-4
30-39,Saint Lucia,28.447000000000003,0.002,0.022757600000000003,183.62900000000002,1.2393249432279216e-4
30-39,Saint Vincent and the Grenadines,15.711,0.002,0.012568800000000001,110.947,1.1328652419623785e-4
30-39,Samoa,22.012,0.002,0.0176096,198.41,8.875359104883826e-5
30-39,Sao Tome and Principe,26.631,0.002,0.021304800000000002,219.161,9.721072636098576e-5
30-39,Saudi Arabia,6980.363,0.002,5.584290400000001,34813.867,1.6040419755725504e-4
30-39,Senegal,2051.292,0.002,1.6410336,16743.93,9.800767203398486e-5
30-39,Serbia,1214.884,0.002,0.9719072000000001,8737.37,1.1123566931467937e-4
30-39,Seychelles,14.486,0.002,0.011588800000000002,98.34,1.1784421395159652e-4
30-39,Sierra Leone,1017.05,0.002,0.81364,7976.985000000001,1.0199843675273301e-4
30-39,Singapore,896.615,0.002,0.717292,5850.343,1.2260682835177358e-4
30-39,Slovakia,847.603,0.002,0.6780824,5459.643,1.2419903645714565e-4
30-39,Slovenia,283.649,0.002,0.22691920000000002,2078.9320000000002,1.0915181448936281e-4
30-39,Solomon Islands,82.05,0.002,0.06564,686.878,9.556282192762033e-5
30-39,Somalia,1534.404,0.002,1.2275232,15893.219000000001,7.723565628838311e-5
30-39,South Africa,10155.325,0.002,8.124260000000001,59308.69,1.369826243000815e-4
30-39,South Sudan,1334.153,0.002,1.0673224000000001,11193.729,9.535003036074933e-5
30-39,Spain,5901.993,0.002,4.721594400000001,46754.783,1.0098633972913531e-4
30-39,Sri Lanka,2820.0209999999997,0.002,2.2560168,21413.25,1.0535611362123918e-4
30-39,State of Palestine,664.296,0.002,0.5314368,5101.416,1.0417437041009791e-4
30-39,Sudan,5203.245,0.002,4.162596000000001,43849.269,9.492965549779177e-5
30-39,Suriname,82.786,0.002,0.0662288,586.634,1.1289628627048552e-4
30-39,Sweden,1320.299,0.002,1.0562392,10099.27,1.0458569777815625e-4
30-39,Switzerland,1219.224,0.002,0.9753792,8654.618,1.1270043345645064e-4
30-39,Syrian Arab Republic,2907.193,0.002,2.3257544,17500.657,1.3289526216072917e-4
30-39,Tajikistan,1390.3310000000001,0.002,1.1122648000000002,9537.642,1.1661842623155705e-4
30-39,Thailand,9229.727,0.002,7.383781600000002,69799.978,1.0578487001815389e-4
30-39,Timor-Leste,159.02700000000002,0.002,0.12722160000000002,1318.442,9.64938920331725e-5
30-39,Togo,1064.557,0.002,0.8516456000000001,8278.737000000001,1.028714404141598e-4
30-39,Tonga,12.183,0.002,0.009746400000000002,105.697,9.221075337994458e-5
30-39,Trinidad and Tobago,242.861,0.002,0.1942888,1399.491,1.3882818824844176e-4
30-39,Tunisia,1914.0639999999999,0.002,1.5312512,11818.618,1.2956262737318357e-4
30-39,Turkey,12774.731,0.002,10.219784800000001,84339.067,1.211749805105148e-4
30-39,Turkmenistan,957.885,0.002,0.766308,6031.187,1.2705757589675135e-4
30-39,Uganda,5101.1,0.002,4.0808800000000005,45741,8.921711374915285e-5
30-39,Ukraine,7208.958,0.002,5.7671664,43733.759,1.3186989940654312e-4
30-39,United Arab Emirates,3169.3140000000003,0.002,2.5354512000000007,9890.4,2.563547682601311e-4
30-39,United Kingdom,9295.024,0.002,7.4360192,67886.004,1.0953685239743968e-4
30-39,United Republic of Tanzania,7161.928,0.002,5.729542400000001,59734.212999999996,9.591726603981542e-5
30-39,United States of America,44668.27,0.002,35.734616,331002.647,1.0795870161122912e-4
30-39,United States Virgin Islands,9.731,0.002,0.007784800000000001,104.423,7.455062581998219e-5
30-39,Uruguay,461.146,0.002,0.36891680000000004,3473.727,1.0620201299641568e-4
30-39,Uzbekistan,5577.195,0.002,4.461756,33469.199,1.3330931523040034e-4
30-39,Vanuatu,41.003,0.002,0.0328024,307.15,1.0679602799934886e-4
30-39,Venezuela (Bolivarian Republic of),4027.9210000000003,0.002,3.2223368000000008,28435.943,1.1331914682766106e-4
30-39,Viet Nam,16200.923999999999,0.002,12.9607392,97338.583,1.3315109795670644e-4
30-39,Western Sahara,108.715,0.002,0.08697200000000001,597.33,1.4560125893559674e-4
30-39,Yemen,4140.438,0.002,3.3123504,29825.968,1.1105592281196038e-4
30-39,Zambia,2185.194,0.002,1.7481552000000002,18383.956000000002,9.509135030566871e-5
30-39,Zimbabwe,1867.4759999999999,0.002,1.4939808,14862.927,1.0051726688827847e-4
40-49,Afghanistan,2963.459,0.002,2.3707672,38928.341,6.09008023229143e-5
40-49,Albania,323.019,0.002,0.2584152,2877.8,8.979609423865452e-5
40-49,Algeria,5448.619,0.002,4.3588952,43851.043,9.940231524253597e-5
40-49,Angola,2412.735,0.002,1.9301880000000002,32866.268000000004,5.872854198109746e-5
40-49,Antigua and Barbuda,13.86,0.002,0.011088,97.928,1.1322604362388695e-4
40-49,Argentina,5727.744,0.002,4.5821952,45195.777,1.0138547236393347e-4
40-49,Armenia,353.08799999999997,0.002,0.2824704,2963.234,9.532504014195302e-5
40-49,Aruba,14.271,0.002,0.011416800000000003,106.766,1.0693291871944255e-4
40-49,Australia,3306.06,0.002,2.644848,25499.881,1.0372001343849408e-4
40-49,Austria,1178.2649999999999,0.002,0.942612,9006.4,1.046602416059691e-4
40-49,Azerbaijan,1280.8029999999999,0.002,1.0246424,10139.175,1.0105776850680654e-4
40-49,Bahamas,56.495999999999995,0.002,0.045196799999999995,393.248,1.1493205305557815e-4
40-49,Bahrain,256.721,0.002,0.2053768,1701.583,1.206974916886217e-4
40-49,Bangladesh,20651.27,0.002,16.521016,164689.383,1.0031621771271071e-4
40-49,Barbados,39.067,0.002,0.031253600000000006,287.371,1.0875697269383483e-4
40-49,Belarus,1285.401,0.002,1.0283208000000001,9449.321,1.088248351389481e-4
40-49,Belgium,1518.4389999999999,0.002,1.2147512,11589.616,1.0481375741870999e-4
40-49,Belize,43.958,0.002,0.0351664,397.621,8.844200884762124e-5
40-49,Benin,981.832,0.002,0.7854656,12123.198,6.479029708167763e-5
40-49,Bhutan,89.604,0.002,0.0716832,771.612,9.290057697391954e-5
40-49,Bolivia (Plurinational State of),1238.3429999999998,0.002,0.9906743999999998,11673.029,8.486866605060261e-5
40-49,Bosnia and Herzegovina,447.738,0.002,0.3581904,3280.815,1.0917726235706676e-4
40-49,Botswana,261.015,0.002,0.20881200000000003,2351.625,8.87947695742306e-5
40-49,Brazil,29462.006,0.002,23.5696048,212559.409,1.1088478703852625e-4
40-49,Brunei Darussalam,68.003,0.002,0.054402400000000004,437.483,1.2435317486622337e-4
40-49,Bulgaria,1061.9850000000001,0.002,0.8495880000000002,6948.445,1.2227023456327284e-4
40-49,Burkina Faso,1587.133,0.002,1.2697064,20903.278,6.0741975493030334e-5
40-49,Burundi,747.6320000000001,0.002,0.5981056000000001,11890.781,5.029994245121494e-5
40-49,Cabo Verde,64.906,0.002,0.05192480000000001,555.9879999999999,9.339194371101537e-5
40-49,Cambodia,1429.087,0.002,1.1432696,16718.971,6.838157683268904e-5
40-49,Cameroon,2141.843,0.002,1.7134744000000002,26545.864,6.4547697524556e-5
40-49,Canada,4846.6669999999995,0.002,3.8773336,37742.157,1.027321676394913e-4
40-49,Central African Republic,339.529,0.002,0.2716232,4829.764,5.623943530160066e-5
40-49,Chad,1082.831,0.002,0.8662648,16425.859,5.273786899059586e-5
40-49,Channel Islands,24.914,0.002,0.019931200000000003,173.859,1.1464002438757845e-4
40-49,Chile,2578.404,0.002,2.0627231999999998,19116.209,1.079044071970546e-4
40-49,China,216111.76299999998,0.002,172.8894104,1439323.774,1.2011849836922099e-4
40-49,"China, Hong Kong SAR",1129.13,0.002,0.9033040000000001,7496.987999999999,1.2048892168428177e-4
40-49,"China, Macao SAR",93.402,0.002,0.07472160000000001,649.342,1.15072796769653e-4
40-49,"China, Taiwan Province of China",3787.8430000000003,0.002,3.0302744,23816.775,1.2723277605805153e-4
40-49,Colombia,6450.787,0.002,5.1606296,50882.884,1.0142171972799341e-4
40-49,Comoros,77.036,0.002,0.061628800000000004,869.595,7.087069267877575e-5
40-49,Congo,535.814,0.002,0.4286512,5518.092,7.768105352357302e-5
40-49,Costa Rica,650.562,0.002,0.5204496000000001,5094.114,1.0216685374532256e-4
40-49,Cote d'Ivoire,2117.552,0.002,1.6940416000000003,26378.275,6.422109103040287e-5
40-49,Croatia,557.002,0.002,0.4456016,4105.268,1.0854385146109828e-4
40-49,Cuba,1561.982,0.002,1.2495856,11326.616,1.1032294199785708e-4
40-49,Curacao,20.281,0.002,0.016224799999999998,164.1,9.887141986593539e-5
40-49,Cyprus,166.628,0.002,0.13330240000000002,1207.361,1.1040807181944754e-4
40-49,Czechia,1798.354,0.002,1.4386832000000003,10708.982,1.343436005401821e-4
40-49,Dem. People's Republic of Korea,3714.316,0.002,2.9714528000000002,25778.815,1.152672378462703e-4
40-49,Democratic Republic of the Congo,6605.529,0.002,5.284423200000001,89561.404,5.900335372143118e-5
40-49,Denmark,738.207,0.002,0.5905656,5792.2029999999995,1.0195871933355929e-4
40-49,Djibouti,120.922,0.002,0.096737600000000007,988.002,9.791235240414495e-5
40-49,Dominican Republic,1274.489,0.002,1.0195912,10847.904,9.398969607400655e-5
40-49,Ecuador,2088.24,0.002,1.6705919999999999,17643.06,9.468833637702302e-5
40-49,Egypt,10948.601999999999,0.002,8.758881599999999,102334.403,8.55907822123123e-5
40-49,El Salvador,725.142,0.002,0.5801136,6486.201,8.943811639509784e-5
40-49,Equatorial Guinea,115.362,0.002,0.09228960000000001,1402.985,6.578088860536642e-5
40-49,Eritrea,280.842,0.002,0.2246736,3546.427,6.33521005789771e-5
40-49,Estonia,184.938,0.002,0.1479504,1326.539,1.1153113478005547e-4
40-49,Eswatini,104.399,0.002,0.08351920000000002,1160.164,7.19891325709124e-5
40-49,Ethiopia,9038.653,0.002,7.230922400000001,114963.583,6.289750381214198e-5
40-49,Fiji,106.523,0.002,0.0852184,896.444,9.506271445846032e-5
40-49,Finland,659.56,0.002,0.527648,5540.718,9.523097908971365e-5
40-49,France,8325.667,0.002,6.6605336,65273.512,1.0204037435583365e-4
40-49,French Guiana,36.99,0.002,0.029592000000000004,298.682,9.907527068922801e-5
40-49,French Polynesia,39.588,0.002,0.0316704,280.904,1.1274456753908809e-4
40-49,Gabon,232.164,0.002,0.1857312,2225.728,8.34473933921845e-5
40-49,Gambia,174.067,0.002,0.1392536,2416.6639999999998,5.762224289350941e-5
40-49,Georgia,517.946,0.002,0.4143568,3989.175,1.0387029899665971e-4
40-49,Germany,10243.351,0.002,8.1946808,83783.945,9.780729231596816e-5
40-49,Ghana,3031.25,0.002,2.4250000000000003,31072.945,7.804216819487179e-5
40-49,Greece,1574.409,0.002,1.2595272000000002,10423.056,1.2084049054327253e-4
40-49,Grenada,12.871,0.002,0.010296800000000002,112.519,9.151165580924111e-5
